Book Name,Author's Name,Publisher's Name
Water Resources Engineering Irrigation Engineering & Hydraulic Structures - Vol.2,Santosh Kumar Garg,KHANNA PUBLISHERS
Engineering Hydrology,K. Subramanya,Tata McGraw Hill Education Private Limited
Environmental Engineering,"Howard S. Peavy, Donald R. Rowe , George Tchobanoglous",Tata McGraw Hill Education Private Limited
Environmental Engineering,N N Basak,Tata McGraw Hill Education Private Limited
Engineering Mathematics,"K.A. Stroud , Dexter J. Booth",Palgrave Macmillan
Advanced Engineering Mathematics,Erwin Kreyszig,Wiley India Pvt.Ltd
Engineering Mathematics for GATE 2020 and ESE 2020 (Prelims)-Theory and Previous Year Solved Papers,ME Editorial Board,Made Easy Publications
Higher Engineering Mathematics,B. S. Grewal,KHANNA PUBLISHERS
Introduction to Engineering Mathematics,"Dass H.K. , Verma Rama",S Chand
Mathematics for CDS Entrance Examination,R S Aggarwal,S Chand
Pathfinder CDS 2019 Hindi,Arihant Experts,Arihant Publications
UPSC CAPF Central Armed Police Force Assistant Commandants Paper I & Paper II Exam Practice Work Book,Editorial Board Kiran Prakashan,Kiran Publication
UPSC CAPF Central Armed Police Force Assistant Commandants Paper I & Paper II Exam Practice Work Book,Editorial Board Kiran Prakashan,Kiran Publication
UPSC: CAPF Assistant Commandants Recruitment Exam Guide (Paper II),Ramesh Publishing House,Ramesh Publishing House
Kiran’s CISF Head Constable/ Min. & HC/ MIN (LDCE) Exam Practice Work Book- English,Editorial Board Kiran Prakashan,Kiran Publication
CISF ASI (Steno)/Head Constable (Ministerial) Recruitment Exam Guide,RPH Editorial Board,Ramesh Publishing House
CISF Head Constable ( Ministrial ) Written Test Study Guide in English,Arihant Experts,Arihant Publications
UP Police Constable Recuitment Exam Guide,Vidya Prakashan Mandir Ltd,Vidya Editorial Board
Uttar Pradesh General Knowledge 2019,GKP,G.K. Publishers
UPKAR UP POLICE CONSTABLE BOOK 2019,SAMANYA GYAN DARPAN,Upkar Prakashan
Andhra Pradesh SCT S.I./R.S.I.of Police Arthmetic,Dr. M. B. Lal & Dr. P. K. Goswami,UKAIN
Digital Logic & Computer Design,Mano,Tata McGraw Hill Education Private Limited
FUNDAMENTALS OF DIGITAL LOGIC WITH VERILOG DESIGN (SIE),Stephen Brown,Tata McGraw Hill Education Private Limited
Lucent's Samanya Vigyan;General Science In Hindi,Editorial Board,LUCENT'S PUBLICATIONS
Digital Logic and Computer Organization,Rajaraman,Prentice Hall India Learning Private Limited
Uttar Pradesh Sub-Inspactor Police Sidhi Bharti Pariksha,Editorial Board,Upkar Prakashan
TNPSC General english,Editorial Board,TNPSC Academy
Fundamentals of Digital Logic with VHDL Design,Zvonko Vranesic,Tata McGraw Hill Education Private Limited
Digital Logic Applications and Design,John M. Yarbrough,Cengage Learning
Computer Organization and Architecture: Designing for Performance,William Stallings,Pearson Publications
Tamilnadu Police Sub Inspector (English),Editorial Board,Sakthi Publishing House
West Bengal GK 2018,Editorial Board,Diamond Power Learning
WEST BENGAL GENERAL KNOWLEDGE MANUAL 2019,Editorial Board,UNIQUE PUBLISHERS INDIA PVT. LTD.
Computer System Architecture 3e,Mano M Morris,Pearson Publications
Bihar Police Sipahi 2017-18,Arihant Experts,Arihant Publications
Bihar Police Bal Sipahi Bharti Exam Practice Work Book,Editorial Board Kiran Prakashan,Kiran Publication
Kiran BPSSC Bihar Police Daroga (SI) Snatak Stariya Prarambhik Pariksha Guide cum Practice Work Book (Hindi) KP 2027,Editorial Board Kiran Prakashan,Kiran Publication
"Wiley's Bihar Police Sub Inspector (SI) Prelims & Mains Exam Goalpost Practice Tests & Model Test Papers, in Hindi",Editorial Board,Wiley India Pvt.Ltd
Kiran's Delhi Police MTS (Civilian) Practice Work Book - 2100 (Hindi),Editorial Board Kiran Prakashan,Kiran Publication
Computer Organization,HAMACHER,Tata McGraw Hill Education Private Limited
Kerala PSC Civil Police Officer Exam Guide 2018,Editorial Board,Sura Books Pvt.Ltd
Computer Architecture and Organization,John Hayes,Tata McGraw Hill Education Private Limited
"Computer Systems Organization & Architecture, 1e",CARPINELLI,Pearson Publications
C Programming and Data Structures : A Textbook of C programming and Data Structures with solved examples,"Manesh (Author, Contributor), Abraham (Author, Contributor)",Notion Press
Haryana Police SI Sub Inspector,Ram Singh Yadav,Shri Krishan Publishers Pvt.Ltd.
CTET and TETs Child Development and Pedagogy Paper 1 and 2,Arihant Experts,Arihant Publications
A Complete Resource for CTET: Science and Pedagogy,Yukti Sharma,Pearson Publications
CTET PAPER -1ND &2ND CHAPTER WISE HINDI GRAMMER & PEDAGOGOY,SUSHIL SAROHA,SAROHA PUBLICATION
CTET &TETs Chapterwise Bilingual Science & Pedagogy,"Mr. Neeraj Yadav , Mr.Shikha Gupta",Saroha Publication
Ctet Chapterwise English Pedgogy Grammer,SUSHIL SAROHA,Saroha Publication
CTET & STETs: Child Development and Pedagogy with Previous Year Papers,HIMANSHI SINGH,Invincible Publishers
Data Structures,"R. Venkatesan , S. Lovelyn Rose",Wiley India Pvt.Ltd
CTET & TETs (Paper I & II) Bal Vikas Avum Shiksha Shastra Book,Examcart Experts,Agrawal Examcart Experts
Baal Vikaas avum Shikshan Shastra Paper 1 & 2 for CTET & STET Hindi,Renu Tyagi,Disha Publication
Bal Vikas Avam Shikshashastra Hindi,D Kumari,Lucent
CTET & TETs (Class I-V) Ke Liye Paryavaran Addhyyan,Arihant Experts,Arihant Publications
CTET & TETs for (Class VI-VIII) Samajik Vigyan,Arihant Experts,Arihant Publications
CTET & TETs (Paper I & II) Ke Liye Bal Vikas Avum Shiksha Shastra,Arihant Experts,Arihant Publications
CTET & TETs Bhasha Hindi Paper I & II,Arihant Experts,Arihant Publications
CTET & TETs for Class VI-VIII ke liye Ganit & Shiksha Shastra,Arihant Experts,Arihant Publications
Data Structures and Algorithms Made Easy: Data Structures and Algorithmic Puzzles,Narasimha Karumanchi,CareerMonk Publications
(CTET/TET) Paryavaraniya Adhyayan Aur Shikshan Shastra,Arihant Experts,Arihant Publications
UTET Paper-II Social Science for Class VI-VIII,Arihant Experts,Arihant Publications
UTET Paper-II Maths and Science for Class VI-VIII,Arihant Experts,Arihant Publications
UTET-II Class (VI-VIII) Ganit Avam Vigyan Shikshak Ke Liye,Arihant Experts,Arihant Publications
UTET Paper-II Social Science for Class VI-VIII,Arihant Experts,Arihant Publications
OTET Success Master Paper-I for Class I-V,Arihant Experts,Arihant Publications
WBTET West Bengal Primary School Teacher Examination,Arihant Experts,Arihant Publications
UP-TET (Uttar Pradesh Teacher Eligibility Test) for Paper-I,RPH Editorial Board,RPH
UPTET Shikshak Paper-I,Arihant Experts,Arihant Publications
Manipur: Paper-I (Class I to V),RPH Editorial Board,RPH
CGTET Chattisgarh Shikshak Patrata Pariksha Paper-II Class VI-VIII Samajik Adhhyyan Shikshak ke Liye,Arihant Experts,Arihant Publications
CGTET Chattisgarh Shikshak Patrata Pariksha Paper-I Class I-V,Arihant Experts,Arihant Publications
CGTET Chattisgarh Shikshak Patrata Pariksha Paper-II Class VI-VIII Ganit Avum Vigyan Shikshak ke Liye,Arihant Experts,Arihant Publications
HPTET-2013 Himachal Pradesh Teacher Eligibility Test for TGT,Arihant Experts,Arihant Publications
HPTET Himachal Pradesh TGT (Prashikshit Snatak Shikshak) ARTS,Arihant Experts,Arihant Publications
JHTET Jharkhand Teacher Eligigbility Test Success Master Paper-II Social Studies/Science Teacher Selection For Class VI-VIII,Arihant Experts,Arihant Publications
JHTET Jharkhand Teacher Eligigbility Test Success Master Paper-II Maths & Science Teacher Selection For Class VI-VIII,Arihant Experts,Arihant Publications
Jharkhand teacher Math & Physics paper II,Arihant Experts,Arihant Publications
Computer Network Security,Joseph Migga Kizza,Springer Publications
MH-TET PAPERI : Class (1-5) ENGLISH MEDIUM,Dr. chandresh agrawal's,Priyanka Prakashan
"Computer Networks, 5e",Tanenbaum,Pearson Publications
BTET Paper II Class VI-VIII Maths & Science,Arihant Experts,Arihant Publications
BTET Paper II Class VI-VIII Social Science,Arihant Experts,Arihant Publications
MPTET MP Teacher Eligibility Test,Dr. Chandresh Agrawal,Priyanka Prakashan
PSTET Punjab State Teacher Eligibility Test Paper II : Class (VI-VIII),Arihant Experts,Arihant Publications
PSTET Punjab State Teacher Eligibility Test Paper I : Primary Stage Class (I-V),Arihant Experts,Arihant Publications
PSTET Punjab State Teacher Eligibility Test Paper II : Class (VI-VIII),Arihant Experts,Arihant Publications
Computer Networking: A Top-Down Approach,"Kurose James F. , Ross Keith W.",Pearson Publications
Rajasthan Pradhyapak (School Shiksha) Paper-II GANIT,Arihant Experts,Arihant Publications
REET Rajasthan Shikshak Patrata Pariksha Prasan-Patra II for (Class VI-VIII) Samajik Adhyayan,Arihant Experts,Arihant Publications
HTET Haryana Teachers' Eligibility Test Paper- I Teacher Selection for Class I-V,Arihant Experts,Arihant Publications
HTET Haryana Shikshak Patrata Pariksha Paper-I for (Class I-V) Shikshak ke Liye,Arihant Experts,Arihant Publications
Computer Networks: A Top - Down Approach,FOROUZAN,Tata McGraw Hill Education Private Limited
AP SET Paper 1 Guide,Editorial Board,Cyberwit.net
Assam TET (Teacher Eligibility Test),RPH Editorial Board,RPH Publication
K-TET C-TET For all categories,Editorial Board,Manorama Books
KAR-TET Teacher Eligibility Test Book,Editorial Board,Dr. Jagadish K C
TS-TET ( Teacher Eligibility Test )Paper-II Mathematics & Sciences,Shaik Shabbir,Jayam Series
"Elements of Computer Networking: An Integrated Approach (Concepts, Problems and Interview Questions)",Narasimha Karumanchi,Careermonk Publications
TNSET (Tamil Nadu State Eligibility Test) Superior Guide,Editorial Board,Sakthi Publishing House
Database System Concepts,Silberschatz,Tata McGraw Hill Education Private Limited
Fundamentals of Database System,"Elmasri Ramez , Navathe Shamkant",Pearson Publications
Electric Circuits,Nihal Kularatna,Oxford Book Company
Fundamentals of Electric Circuit Analysis,Clayton R. Paul,John Wiley & Sons
"Electric Circuits, (Schaum's Outline Series)","M Nahvi , Joseph Edminister , K Rao",Tata McGraw Hill Education Private Limited
Signals & Systems,M Nahvi,Tata McGraw Hill Education Private Limited
Signals and Systems,Oppenheim/Willsky/Hamid,Pearson Publications
Signals and Systems,Kumar a A,Prentice Hall India Learning Private Limited
"Signals and Systems, 2ed",Barry Van Veen Simon Haykin (Author,Wiley India Pvt.Ltd
Electrical Machines,S. K. Sahdev,Cambridge University Press
Basic Electrical Power and Machines,D.A. Bradley,Springer Publications
Electric Machines,"D.P. Kothari , I.J. Nagrath",Tata McGraw Hill Education Private Limited
Principle of Electrical Machines,"V.K Mehta , Rohit Mehta",S Chand
ELECTRICAL POWER SYSTEMS ( 7th ED.),"C L Wadhva , New Age Internationals (Contributor)",New Age International Pvt Ltd
Principles of Power System,"V.K Mehta , Rohit Mehta",S Chand
POWER SYSTEM ANALYSIS,"John Grainger , William Stevenson Jr.",Tata McGraw Hill Education Private Limited
Power System Engineering,"D Kothari , I Nagrath",Tata McGraw Hill Education Private Limited
Engineering Mathematics,"K.A. Stroud , Dexter J. Booth",Palgrave Macmillan
Advanced Engineering Mathematics,Erwin Kreyszig,Wiley India Pvt.Ltd
Engineering Mathematics for GATE 2020 and ESE 2020 (Prelims)-Theory and Previous Year Solved Papers,ME Editorial Board,Made Easy Publications
Higher Engineering Mathematics,B. S. Grewal,KHANNA PUBLISHERS
Introduction to Engineering Mathematics,"Dass H.K. , Verma Rama",S Chand
Electronics: Analog and Digital,Nagrath I.J,Prentice Hall India Learning Private Limited
Analog and Digital Electronics,S S Kulkarni,Nirali Prakashan
Analog & Digital Electronics,U. A. Bakshi A. P. Godse,Technical Publications
Modern Digital and Analog Communication System,"B.P.Lathi
Zhi Ding",Oxford Book Company
Signals and Systems,"Alan V Oppenheim
Alan S Wilsky
S.Hamid Nawab",Pearson Publications
Semiconductor Physics and Devices,Donald.A.Neamen,Tata McGraw Hill Education Private Limited
Principle of Electromagnetics,Matthew N.O.Sadiku,Oxford Book Company
Control System Engineering,"I.J.Nagrath
Madan Gopal",Tata McGraw Hill Education Private Limited
Automatic Control System,"Benjamin C Kuo
Farid Golnaraghi",Wiley India Pvt.Ltd
BSNL Junior Engineer (TTA) Exam Guide + Practice Workbook (Concept Notes + 2 Solved + 10 Practice Sets),Disha Experts,Disha Publication
Guide to BSNL Telecom Technical Assistant Junior Engineer (Erstwhile TTA),GKP,G.K. Publishers
BSNL Junior Engineer (JE) Examination Important Study Materials & Objective Type Q & A,K.R. GOVINDAN,Sakthi Publishing House
DMRC Delhi Metro Rail Corporation Maintainers Guide 2018,Arihant Experts,Arihant Publications
"Delhi Metro Rail Corporation (DMRC): Station Controller/Train Operator, Section Engineer, Jr. Engi., Jr. Station Controller",Lal,Upkar Prakashan
Introduction to the Constitution of India,D D Basu,Lexis Nexis
History of Modern India,Bipin Chandra,Orient Blackswan
A Brief History of Modern India,Rajiv Ahir,Spectrum
History of Medieval India,Satish Chandra,Orient Blackswan
Ancient India,R S Sharma,NCERT
History of Modern World,B V Rao,Sterling Publishers Private Limited
Geography of India,Majid Husain,Tata McGraw Hill Education Private Limited
Certificate of Physical and Human Geography,Goh Cheng Leong,Oxford Book Company
International Relations,Pavneet Singh,Tata McGraw Hill Education Private Limited
Indian Art and Culture,Nitin Singhania,Tata McGraw Hill Education Private Limited
Science and Technology,"Sheelwant Singh, Kriti Rastogi",Tata McGraw Hill Education Private Limited
Introduction to the Constitution of India,D D Basu,Lexis Nexis
History of Modern India,Bipin Chandra,Orient Blackswan
A Brief History of Modern India,Rajiv Ahir,Spectrum
History of Medieval India,Satish Chandra,Orient Blackswan
Ancient India,R S Sharma,NCERT
World History,Kumar Nalin,Tata McGraw Hill Education Private Limited
Geography of India,Majid Husain,Tata McGraw Hill Education Private Limited
Certificate of Physical and Human Geography,Editorial Board,Patanjali IAS
International Relations,Pavneet Singh,Tata McGraw Hill Education Private Limited
Indian Art and Culture,Nitin Singhania,Tata McGraw Hill Education Private Limited
Environment & Ecology,Neeraj Nachiketa,Shankar IAS Academy
Science and Technology,Sheelwant Singh,Tata McGraw Hill Education Private Limited
Cracking the CSAT Paper-2,Arihant Experts,Arihant Publications
GS Paper 2,MHE,Tata McGraw Hill Education Private Limited
GS Paper 2,Edgar ThorpeShowick Thorpe,Pearson Publications
Cracking the CSAT Paper-2,Arihant Experts,Arihant Publications
GS Paper 2,MHE,Tata McGraw Hill Education Private Limited
GS Paper 2- Practice Sets,Arihant Experts,Arihant Publications
From Plassey to Partition,Bandyopadhyay,Orient Blackswan
From Plassey to Partition,Bandyopadhyay,Orient Blackswan
UPSC- IFS Animal Husbandry and Veterinary Science Main Exam Guide: Paper I and II,RPH Editorial Board,RPH
An Introduction To Social Anthropology,D. N. Majumdar,Asia Pub. House
ANTHROPOLOGY OPTIONAL- BY VAID SIR - [HINDI MEDIUM] [PAPER 1&2] - [ 2019] PRINTED NOTES [6 BOOKS] FOR IAS EXAMES - WITH PREVIOUS 20 YEARS PAPERS,VAID IAS,Generic
A Text Book of Organic Chemistry,Arun Bahl,S Chand
Advanced Physical Chemistry,Gurdeep Raj,Krishan Prakashan
"Organic Chemistry -Vol. 1, NTM (Hindi)",I L Finnar,Pearson Publications
Abhijeet Agarwal Handwritten Printed Notes[Paper I+II] [Chemistry Optional][IAS Topper-2009]-Spiral Bound,Mc Graw Hill,Tata McGraw Hill Education Private Limited
Surveying,"B.C. Punmia , Ashok Kumar Jain , Arun Kumar Jain",Laxmi Publications
Soil Mechanics And Foundation Engineering,K R Arora,Standard Publishers Distributors
CIVIL ENGINEERING SURVEYING & STEEL STRUCTURE (HINDI),NEETU SINGH,K.D.Publications
Civil Engineering,yct,Youth Competition Times
Fundamentals of Management Accounting (Robert N. Anthony/Willard J. Graham Series in Accounting),"Robert N. Anthony , Glenn A. Welsch , James S. Reece",Richard D Irwin
Modern Control Engineering,Ogata,Prentice Hall India Learning Private Limited
A Textbook of Electrical Technology - Volume I,"B L Theraja , AK Theraja",S Chand
Basic Electrical Engg. and Electronics (Hindi),D K Sharma,CBS Publications
"????? ??????????? ??????????? Basic Electrical Engineering (Hindi, 13th Edition, 2018)",Mehta & Gupta,Dhanpat Rai Publications
Understanding Organisations: Organisational Theory and Practice in India,Shukla,Prentice Hall India Learning Private Limited
Organizational Behavior,Robbins/Vohra,Pearson Publications
Organizational Behavior (Int'l Ed),Fred Luthans,Tata McGraw Hill Education Private Limited
Decision Making and Problem Solving,Manish Ranjan,Tata McGraw Hill Education Private Limited
Industrial Economics (Economics),Dr. Shivbhushan Gupt,SBPD Publications
Labour Laws in India,DR. R.C. AGRAWAL,SBPD Publications
Integral Calculus,"Narayan Shanti , Mittal P.K.",S Chand
Ordinary & Partial Differential Equation,M.D. Raisinghania,S Chand
Play with Advanced Maths Hindi,Abhinay Sharma,Abhinay Publications
Complete Mathematics (part -1),Rishikesh Kumar,Lucent Publications
Theory of Mechanisms & Machines,Jagdish Lal,Metropolitan Book Co. (p) Ltd.
MECHANICAL ENGINEERING THERMODYNAMIC (HINDI),NEETU SINGH,K.D.Publications
Mechanics of Solids,Vayu Education of India,Vayu Education of India
Applied Anatomy of the Lymphatics,"Frederick Payne Millard , A G Walmsley",Franklin Classics
Muir's Textbook of Pathology,Reid Et Al,Non Basic Stock Line
Human Anatomy And Physiology For Health Science Students (In Hindi) (Pb 2015),Singh B.,CBS Publications
Clinical Pathology,Dr. J. S. Chauhan,Sumit Prakashan
Introduction to Psychology,"Clifford Morgan , Richard King , John Weisz , John Schopler",Tata McGraw Hill Education Private Limited
Psychology In Hindi Medium,"Dr. Vimal Agarwal , Kuldeep Saraswat , Dr. Vimal Agarwal Kuldeep Saraswat (Translator)",SBPD Publications
Introduction to Electrodynamics,David J Griffiths,PHI Learning
Fundamentals of Magnetism and Electricity,Vasudeva D.N.,S Chand & Company
"Electrodynamics, Electromagnetic Waves & Relativity. (Hindi)","Kalra ML , Kakani SL , Vimal Saraswat",Himanshu Publications
Optics. (Hindi),"Bhandari KC , Kalra ML , Kakani SL",Himanshu Publications
Comparative Anatomy Vertebrates 7e,Kent,Tata McGraw Hill Education Private Limited
Organic Evolution,Veer Bala Rastogi,Medtech
"Akasheruki Prani Vigyan (Hindi), 1/e PB",Kotpal,Rastogi Publications-meerut
Kasheruki Prani Vigyan (Hindi) PB,Kotpal,Rastogi Publications-meerut
Digital Design,"M. Morris Mano
Michael D Ciletti",Pearson Publications
Modern Digital Electronics,R.P.Jain,Tata McGraw Hill Education Private Limited
Complete Agriculture Part-1 (Thorey) in Hindi,Dr. P.D. Chaudhry,Surahee Publications
Animal Husbandry Veterinary Science Poultry Management,Dikshant,Dikshant
The Dominant Caste and Other Essays,M. N. Srinivas,Oxford Book Company
General Microbiology ??? Vol. I,"Dr. C.B.Powar , Dr.H.F. Daginawala",Himalaya Publishing House
General Microbiology (Volume ??? 2),"Dr. C.B.Powar , Dr.H.F. Daginawala",Himalaya Publishing House
??????? : ??????? ???????,Sahni,Generic
Botany Paperback – 2016,Dr. Pooja Rai,Kailash Pustak Sadan
The Language of Chemistry or Chemical Equations,"G.D. Tuli , P.L. Soni",Eurasia Publishing House
DIAS Coaching IAS Chemistry Optional-Class Notes (Photocopy only,DIAS coaching IAS,Dikshant
???????? ????? ??????? (Organic Chemistry) B.Sc Second Year various universities of Rajasthan - Sahitya Bhawan Publications,Dr. P. Bhagchandani,Sahitya Bhawan Publications
Prestressed Concrete,N. Krishna Raju,Tata McGraw Hill Education Private Limited
"Analysis of Structures (Theory, Design & Details of Structures) - Vol.2","V. N. Vazirani , M. M. Ratwani , S. K. Duggal",KHANNA PUBLISHERS
Building Construction & Materials (Hindi Edition),Gurcharan Singh,Standard Publishers Distributors
Surveying and Field Work - Part 1,"B.C. Punmia , Ashok Kumar Jain , Arun Kumar Jain",Laxmi Publications
Intermediate : BOOK-KEEPING & ACCOUNTANCY (Commerce),Dr. S.K. Singh & Sanjay Gupta,SBPD Publications
Money and Banking: Select Research Papers by Economists of Rbi,A. Vasudevan,Academic Foundation
A Textbook of Control Systems Engineering,I.J. Nagrath,New Age International Pvt Ltd
Electromagnetic Waves and Radiating Systems,"Jordan , Balmain",Prentice Hall India Learning Private Limited
Basic Electrical Engg. and Electronics (Hindi),D K Sharma,CBS Publications
"????? ??????????? ??????????? Basic Electrical Engineering (Hindi, 13th Edition, 2018)",Mehta & Gupta,Dhanpat Rai Publications
Igneous and Metamorphic Petrology,Turner,CBS Publications
Climatology & Oceanography (Geography),Dr. Chaturbhuj Mamoria & Dr. M.S. Sisodia,SBPD Publications
Nation First: Including an Analysis of the CAG Report on the Archaeological Survey of India: Essays in the Politics of Ancient Indian Studies,Dilip K. Chakrabarti,Aryan Books International
Kotler on Marketing,Philip Kotler,Simon & Schuster
Indstrial Relations,Arun Monappa,Tata McGraw Hill Education Private Limited
Labour Economics & Industrial Relation (Economics),Dr. V. C. Sinha & Dr. Pushpa Sinha,SBPD Publications
Labour Economics & Industrial Relation (Economics),Dr. V. C. Sinha & Dr. Pushpa Sinha,SBPD Publications
Schaum's Outline of Matrices,Frank Ayres,Tata McGraw Hill Education Private Limited
Real Analysis,Royden H.L,Prentice Hall India Learning Private Limited
Manufacturing Technology - Vol. 1,Dr. P N Rao,Tata McGraw Hill Education Private Limited
Manufacturing Technology - Vol. 2,Dr. P N Rao,Tata McGraw Hill Education Private Limited
Basic Automobile Engineering (Hindi) 19/e (PB),Nakara C P,Dhanpat Rai Publications
Mechanic motor vehicle theory,K.B. Lal,Arihant Publications
"Davidson's Principles and Practice of Medicine, International Edition",Walker,Elsevier Health - UK
Park Textbook of Preventive and Social Medicine (Part PSM),Park,Bhanot
Textbook of Modern Surgical Science (In Hindi),"T.C. Goel , Apul Goel",Jaypee Brothers Medical Publishers; First edition
MEDICAL EMERGENCIES,DR. JAHANSINGH CHOUHAN,CHAUKHAMBA SURBHARATI PRAKASHAN
Vision IAS [Philosophy Optional] By [Anoop Sir] For IAS /PCS Examination Paperback,Vision IAS,Vision IAS
The Inner World: A Psychoanalytic Study of Childhood and Society in India (Oxford India Perennials),Sudhir Kakar,Oxford Book Company
"Theories of Personality, 4ed","Gardner Lindzey, John B. Campbell Calvin S. Hall",Wiley India Pvt.Ltd
?????? ??????????,??. ???? ??????,Disha Publication
Advanced Level Physics,Nelkon / Parker,CBS Publications
Millman's Integrated Electronics,"Jacob Millman , Christos Halkias , Chetan Parikh",Tata McGraw Hill Education Private Limited
Kinetic Theory & Thermodynamics (Hindi),"Dr. Lalit Kumar , Rajeev Kumar Bhargava",Nano Edge Publication
Mechanics & Wave Motion (Hindi),"Dr. Lalit Kumar , Rajeev Kumar Bhargava",Nano Edge Publication
DMRC Delhi Metro Rail Corporation Maintainers Guide 2018,Arihant Experts,Arihant Publications
Lucknow metro Rail Corporation (Non-Executive) Direct Recruitment Exam. LMRC,Lal,Upkar Prakashan
Microprocesser Architecture and Programming and Applications with the 8085,Ramesh S Gaonkar,Penram International Publications Pvt.Ltd
Microelectronic Circuits Theory and Applications,"Adel.S.Sedra
Kenneth C Smith",Oxford Book Company
"Waiting for Godot: A Tragicomedy in Two Acts (Beckett, Samuel)",Samuel Beckett,Grove Press / Atlantic Monthly Press
Objective General English,R S Aggarwal,S Chand
Bhartiya Arthvyavastha,"Datt Gaurav, Mahajan Ashwani",S. CHAND
Samashti Arthashashtra ( Hindi ),Jhingan M L,Vrinda Publications (P) Ltd
LMRC [Lucknow Metro Rail Corporation] Junior Engineer Electrical (JEE) Bharti Pariksha,Arihant Experts,Arihant Publications
Statistical Analysis,Dr. B.N. Gupta,SBPD Publications
Elements of Statistics,Pankaj Jain,Sanjay Publications
Introduction to the Theory of Statistics,Mood Alexander,Tata McGraw Hill Education Private Limited
Probability And Statistics,Honey Garg,Gullybaba Publication
LMRC [Lucknow Metro Rail Corporation] Customer Relation Assistant (CRA) Bharti Pariksha,Arihant Experts,Arihant Publications
LMRC [Lucknow Metro Rail Corporation] Station Controller Cum Train Operator (SCTO) Bharti Pariksha,Arihant Experts,Arihant Publications
An Introduction to Probability and Statistics,A. K. Md. Ehsanes Saleh Vijay K. Rohatgi,Wiley India Pvt.Ltd
Statistics and Mathematical Economic,B.N.Gupta,SBPD Publications
Statistics,Dr. B.N. Gupta,SBPD Publications
ESE Paper 1 General Studies & Engineering Aptitude (Guide),N.V.S. Raju and Prateek Gupta,G.K. Publishers
ESE (Prelims) 2019 Paper I: GS & Engineering Aptitude - Basics of Energy & Environment,Made Easy Publications,Made Easy Publications
ESE (Prelims) 2019 Paper I: GS & Engineering Aptitude - Information & Communication Technologies (ICT),Made Easy Publications,Made Easy Publications
"ESE (Prelims) 2019 Paper I: GS & Engineering Aptitude - General Principles of Design, Drawing, Importance of Safety",Made Easy Publications,Made Easy Publications
UPSC ESE 2020 : Civil Engineering - Guide,GKP Editorial Board,G.K. Publishers
ESE 2020 Preliminary Exam : Civil Engineering Objective Paper - Volume II: Vol. 2,ME Editorial Board,Made Easy Publications
Building Construction & Materials (Hindi Edition),Gurcharan Singh,Standard Publishers Distributors
CIVIL ENGINEERING BMC (HINDI),NEETU SINGH,K.D.Publications
ESE 2020 Preliminary Exam : Mechanical Engineering Objective Paper - Volume I: Vol. 1,ME Editorial Board,Made Easy Publications
ESE 2020 Preliminary Exam : Mechanical Engineering Objective Paper - Volume II: Vol. 2,ME Editorial Board,Made Easy Publications
Fluid Mechanics & Machines Hindi Paperback English Latest Edition,"Kapil Geol, Rahul Choudhary",Vayu Education Of India
?ESE 2?020?: Preliminary Exam: Electrical Engineering Objective Paper - Volume I: Vol. 1,ME Editorial Board,Made Easy Publications
ESE 2020: Preliminary Exam : Electrical Engineering Objective Paper - Volume II?: Vol. 2,ME Editorial Board,Made Easy Publications
Circuit Fundamentals & Basic Electronics (Hindi),"Dr. Lalit Kumar , Rajeev Kumar Bhargava",Nano Edge Publication
Royal New Pattern Elementry Electrical Engineering Theory sem (1 to 4),G. L. Marwaha,ROYAL BOOK DEPOT; 2017 edition
ESE 2020: Preliminary Exam : Electronics and Telecommunication Engineering Objective Paper - Volume II?: Vol. 2,ME Editorial Board,Made Easy Publications
ESE 2020: Preliminary Exam: E &T Engineering Objective Paper - Vol. 1,ME Editorial Board,Made Easy Publications
ITI Information & Communication technology System Maintenance Theory (ICTSM),Rahul Sharma,Neelkanth Publishers Pvt Ltd
Modern Communication systems (Hindi),Rahul Wadhva,Asian Publishers
ESE 2018 Main Exam: Civil Engineering - Subjectwise Conventional Solved Questions Paper - I,ME Editorial Board,Made Easy Publications
ESE 2018 Main Exam: Civil Engineering - Subjectwise Conventional Solved Questions Paper - II,ME Editorial Board,Made Easy Publications
CIVIL ENGINEERING SOIL MECHANICS & FOUNDATION ENGG (HINDI),NEETU SINGH,K.D.Publications
CIVIL ENGINEERING TOS& TE (HINDI),NEETU SINGH,K.D.Publications
IES Civil Engineering (Conventional) Unsolved Question Papers,New Vishal's Expert Team,New Vishal Publication
UPSC ESE 2020 : Civil Engineering - Chapter Wise & Year Wise Solved Papers 2000-2019,GKP Editorial Board,G.K. Publishers
"Steel, Timber and Masonry Structures (Hindi)",R Chandra,Scientific Publisher; First edition
Irrigation Engineering (Hindi),D.V. Gupta-Vikram Singh,Asian Publishers
ESE 2018 Main Exam: Mechanical Engineering - Subjectwise Conventional Solved Questions Paper - I,ME Editorial Board,Made Easy Publications
ESE 2018 Main Exam: Mechanical Engineering - Subjectwise Conventional Solved Questions Paper - II,ME Editorial Board,Made Easy Publications
Mechanics of Solids,Editorial Board,Vayu Education of India
Mechanical Engineering Handwritten Notes [IES] [GATE] [PSU] [Best Coaching] [15 Booklets],ME Editorial Board,Made Easy Publications
A Handbook on Mechanical Engineering - Contains well Illustrated Formulae and Key Theory Concepts,ME Editorial Board,Made Easy Publications
